loan_id,member_id,loan_type,original_amount,interest_rate,term_months,origination_date,loan_status
LN-0000993,MBR-000161,Home Equity,39137.65,10.57,120,2018-11-21,Current
LN-0000994,MBR-000008,Auto Loan,58584.48,8.73,60,2021-01-17,Current
LN-0000995,MBR-000140,Auto Loan,58618.62,9.38,48,2023-03-26,Current
LN-0000996,MBR-000831,Home Equity,92105.56,7.17,60,2018-07-28,Current
LN-0000997,MBR-000700,Auto Loan,38942.62,17.11,48,2020-04-06,Current
LN-0000998,MBR-000488,Home Equity,44182.6,11.26,180,2018-02-12,Current
LN-0000999,MBR-000315,Auto Loan,30876.15,4.59,60,2023-08-11,Delinquent
LN-0001000,MBR-000091,Home Equity,91342.0,10.7,120,2019-06-26,Current
LN-0001001,MBR-000245,Credit Card,2743.69,14.0,0,2019-06-02,Current
LN-0001002,MBR-000008,Credit Card,8842.56,15.84,0,2024-07-26,Current
LN-0001003,MBR-000762,Student Loan,65791.56,4.62,120,2024-10-11,Current
LN-0001004,MBR-000956,Personal Loan,23471.68,7.89,12,2021-06-22,Paid Off
LN-0001005,MBR-001194,Personal Loan,10251.49,8.51,12,2023-10-20,Paid Off
LN-0001006,MBR-001178,Student Loan,77588.47,16.77,240,2023-01-16,Current
LN-0001007,MBR-000984,Auto Loan,50835.28,7.81,60,2020-03-20,Current
LN-0001008,MBR-001063,Personal Loan,15486.43,16.07,36,2023-05-06,Current
LN-0001009,MBR-000457,Credit Card,13064.96,12.89,0,2024-05-29,Current
LN-0001010,MBR-000039,mortgage,126383.59,5.12,240,2018-07-27,Current
LN-0001011,MBR-000135,Personal Loan,9504.08,6.81,48,2019-06-07,Current
LN-0001012,MBR-000284,Auto Loan,22916.85,5.73,36,2020-06-23,Current
LN-0001013,MBR-000550,Student Loan,52214.68,4.35,120,2021-09-22,Current
LN-0001014,MBR-000943,Auto Loan,18389.91,8.01,36,2020-11-25,Current
LN-0001015,MBR-000027,Credit Card,9694.95,11.06,0,2024-11-05,Delinquent
LN-0001016,MBR-000559,Personal Loan,8348.2,5.79,24,2021-08-16,Current
LN-0001017,MBR-000977,Credit Card,1695.09,8.62,0,2019-11-23,Current
LN-0001018,MBR-000484,Personal Loan,1254.35,13.94,24,2024-10-14,Current
LN-0001019,MBR-000886,Personal Loan,11878.78,4.48,36,2021-05-18,Current
LN-0001020,MBR-000666,Personal Loan,16807.81,4.26,36,2019-12-23,Current
LN-0001021,MBR-000126,Home Equity,74788.08,8.77,120,2024-05-27,Current
LN-0001022,MBR-000820,Mortgage,182555.34,6.84,360,2024-08-13,Default
LN-0001023,MBR-000961,Mortgage,162299.87,,180,2023-09-24,Current
LN-0001024,MBR-000568,Personal Loan,16097.71,15.65,24,2018-07-26,Current
LN-0001025,MBR-000313,Auto Loan,35112.23,7.18,60,2020-02-21,Delinquent
LN-0001026,MBR-000092,Personal Loan,2742.95,4.2,24,2019-06-25,Current
LN-0001027,MBR-000731,Personal Loan,21620.79,4.29,36,2018-08-03,Current
LN-0001028,MBR-000613,Student Loan,34495.27,4.53,240,2019-10-03,Current
LN-0001029,MBR-001046,Credit Card,1016.1,10.55,0,2024-07-29,Current
LN-0001030,MBR-000708,Student Loan,31197.24,14.27,240,2021-06-24,Current
LN-0001031,MBR-000964,Auto Loan,47444.37,15.95,60,2022-01-06,Current
LN-0001032,MBR-000473,Auto Loan,37351.07,12.92,60,2022-08-05,Current
LN-0001033,MBR-000275,credit card,1579.29,13.21,0,2022-11-07,Current
LN-0001034,MBR-000893,Student Loan,28449.56,7.69,120,2021-07-11,Current
LN-0001035,MBR-000861,Mortgage,250414.28,3.35,180,2020-06-02,Delinquent
LN-0001036,MBR-000078,Auto Loan,12482.89,7.63,72,2019-01-29,Default
LN-0001037,MBR-001052,Mortgage,286189.21,5.42,180,2018-06-06,Current
LN-0001038,MBR-000498,Mortgage,122136.22,7.35,240,2024-01-04,Delinquent
LN-0001039,MBR-000862,Student Loan,8430.94,8.58,120,2024-08-18,Current
LN-0001040,MBR-000329,Personal Loan,5226.33,,48,2019-10-02,Delinquent
LN-0001041,MBR-001135,Auto Loan,46119.58,16.04,72,2019-09-25,Current
LN-0001042,MBR-000955,Mortgage,349046.14,6.2,180,2023-12-26,Current
LN-0001043,MBR-001066,Credit Card,8967.83,17.84,0,2019-02-27,Current
LN-0001044,MBR-000844,Personal Loan,2906.34,9.12,36,2024-04-30,Current
LN-0001045,MBR-000921,Personal Loan,21841.54,8.4,48,2019-02-18,Current
LN-0001046,MBR-000749,Credit Card,3504.81,7.9,0,2023-08-26,Current
LN-0001047,MBR-000301,Auto Loan,9845.23,8.57,60,2022-10-22,Current
LN-0001048,MBR-000977,Personal Loan,6806.9,13.32,12,2022-03-31,Current
LN-0001049,MBR-000852,Auto Loan,24140.76,10.47,48,2018-02-21,Default
LN-0001050,MBR-000768,Student Loan,26755.43,8.16,240,2018-08-25,Paid Off
LN-0001051,MBR-000075,Home Equity,94130.14,11.48,60,2024-05-15,Default
LN-0001052,MBR-000980,Auto Loan,29517.87,9.18,36,2020-04-08,Delinquent
LN-0001053,MBR-000122,Auto Loan,41075.0,7.72,60,2019-10-07,Current
LN-0001054,MBR-000570,Auto Loan,64520.61,11.71,72,2021-07-10,Paid Off
LN-0001055,MBR-001017,Home Equity,63495.55,11.07,120,2019-10-05,Current
LN-0001056,MBR-000115,Auto Loan,15261.5,4.04,48,2021-03-21,Current
LN-0001057,MBR-000210,Auto Loan,12492.31,8.85,36,2020-12-10,Current
LN-0001058,MBR-001039,Credit Card,673.6,4.51,0,2022-11-02,Current
LN-0001059,MBR-001187,Auto Loan,38050.65,7.76,60,2023-06-14,Current
LN-0001060,MBR-000853,Auto Loan,16010.5,9.17,60,2024-03-09,Delinquent
LN-0001061,MBR-000031,Auto Loan,53556.95,7.26,48,2020-10-25,Current
LN-0001062,MBR-000946,Auto Loan,12378.14,8.82,48,2018-10-29,Default
LN-0001063,MBR-000313,Personal Loan,10135.56,12.01,12,2020-12-15,Delinquent
LN-0001064,MBR-000014,Personal Loan,1588.17,10.09,12,2023-08-16,Current
LN-0001065,MBR-000257,Home Equity,129344.85,8.99,180,2024-09-20,Current
LN-0001066,MBR-000433,Auto Loan,63222.88,6.7,36,2021-02-24,Current
LN-0001067,MBR-001152,Mortgage,195458.67,7.27,240,2018-12-18,Delinquent
LN-0001068,MBR-000005,Personal Loan,11810.46,10.78,48,2018-01-06,Current
LN-0001069,MBR-000792,Personal Loan,8101.89,15.35,48,2023-11-27,Current
LN-0001070,MBR-000725,Credit Card,6151.02,8.06,0,2019-09-17,Current
LN-0001071,MBR-000112,Personal Loan,7425.5,6.73,48,2020-12-23,Current
LN-0001072,MBR-000922,Auto Loan,61726.39,7.08,36,2020-07-25,Current
LN-0001073,MBR-000829,Student Loan,10310.63,15.59,120,2020-07-07,Current
LN-0001074,MBR-000134,Home Equity,90130.36,8.54,120,2020-09-15,Current
LN-0001075,MBR-000832,Mortgage,189269.4,6.54,180,2021-08-12,Current
LN-0001076,MBR-000576,Personal Loan,23814.0,9.3,36,2024-04-18,Current
LN-0001077,MBR-000557,Mortgage,271202.86,5.1,360,2020-10-06,Current
LN-0001078,MBR-000934,Credit Card,556.97,4.54,0,2020-06-27,Delinquent
LN-0001079,MBR-000414,Credit Card,14046.36,9.94,0,2019-03-30,Paid Off
LN-0001080,MBR-000867,Credit Card,14894.16,7.53,0,2019-11-29,Paid Off
LN-0001081,MBR-000731,Personal Loan,15206.03,9.99,24,2020-08-09,Current
LN-0001082,MBR-000834,Student Loan,74421.33,8.92,120,2020-07-26,Current
LN-0001083,MBR-000433,Home Equity,63626.07,16.65,60,2021-06-28,Current
LN-0001084,MBR-000828,Student Loan,21083.18,9.1,120,2023-05-11,Current
LN-0001085,MBR-001164,Credit Card,11568.56,13.57,0,2021-01-23,Current
LN-0001086,MBR-001148,Credit Card,12764.06,8.95,0,2020-09-24,Default
LN-0001087,MBR-001134,Personal Loan,3219.73,13.67,24,2021-01-25,Current
LN-0001088,MBR-000800,Personal Loan,1801.08,3.59,36,2024-04-09,Current
LN-0001089,MBR-000257,Auto Loan,48874.62,9.13,60,2018-04-11,Current
LN-0001090,MBR-000760,Credit Card,6200.6,9.31,0,2018-03-05,Current
LN-0001091,MBR-000739,Personal Loan,21326.92,6.85,24,2020-10-23,Delinquent
LN-0001092,MBR-001108,Student Loan,34814.96,14.34,120,2022-01-23,Current
LN-0001093,MBR-000049,Mortgage,144244.79,7.43,180,2018-07-16,Delinquent
LN-0001094,MBR-000114,Auto Loan,26622.07,4.57,36,2024-07-25,Current
LN-0001095,MBR-001054,Auto Loan,62010.85,15.9,36,2018-07-12,Delinquent
LN-0001096,MBR-001088,Credit Card,10157.14,8.94,0,2024-04-15,Default
LN-0001097,MBR-000151,Auto Loan,45922.7,11.17,72,2023-03-25,Paid Off
LN-0001098,MBR-000744,Student Loan,59347.95,4.52,120,2019-06-02,Paid Off
LN-0001099,MBR-000287,Auto Loan,20159.4,4.68,72,2021-03-23,Current
LN-0001100,MBR-000458,Credit Card,2755.34,9.5,0,2022-11-23,Current
LN-0001101,MBR-000136,Personal Loan,12098.59,7.47,24,2019-08-27,Current
LN-0001102,MBR-000468,Home Equity,146963.96,5.53,180,2019-09-04,Paid Off
LN-0001103,MBR-000209,Auto Loan,58619.62,6.99,60,2024-10-14,Default
LN-0001104,MBR-000382,Personal Loan,22767.94,9.51,36,2020-11-23,Current
LN-0001105,MBR-000880,Credit Card,11079.87,9.81,0,2019-04-21,Current
LN-0001106,MBR-000528,Auto Loan,48329.35,3.86,72,2023-05-16,Current
LN-0001107,MBR-000115,Credit Card,13692.77,13.63,0,2023-05-27,Current
LN-0001108,MBR-001182,Auto Loan,16660.81,13.84,60,2022-05-18,Paid Off
LN-0001109,MBR-000813,Personal Loan,1539.7,,36,2023-09-15,Current
LN-0001110,MBR-000706,Home Equity,94574.03,17.3,120,2020-07-20,Delinquent
LN-0001111,MBR-000736,Student Loan,68953.62,8.08,180,2018-10-04,Current
LN-0001112,MBR-000552,Home Equity,24921.21,10.45,60,2022-05-23,Paid Off
LN-0001113,MBR-000304,Student Loan,34470.87,12.97,180,2019-03-03,Current
LN-0001114,MBR-000329,Auto Loan,9745.86,3.71,36,2022-01-20,Current
LN-0001115,MBR-000300,Mortgage,141467.48,4.14,360,2024-04-07,Current
LN-0001116,MBR-000351,Credit Card,1070.07,10.34,0,2018-12-07,Current
LN-0001117,MBR-000596,Mortgage,135257.98,,180,2018-01-27,Current
LN-0001118,MBR-001116,Personal Loan,20910.51,4.51,24,2023-07-01,Current
LN-0001119,MBR-000669,Auto Loan,43608.22,,60,2021-09-21,Current
LN-0001120,MBR-000166,Auto Loan,14544.94,7.9,60,2019-06-12,Current
LN-0001121,MBR-000430,personal loan,24904.78,5.45,24,2021-08-12,Current
LN-0001122,MBR-000390,Home Equity,107178.38,16.22,180,2021-01-29,Current
LN-0001123,MBR-000891,Credit Card,2552.41,17.37,0,2024-10-18,Current
LN-0001124,MBR-000874,Mortgage,389374.89,,360,2021-06-05,Current
LN-0001125,MBR-000518,Auto Loan,-9075.01,4.94,72,2020-12-16,Current
LN-0001126,MBR-000679,Mortgage,116945.38,6.28,180,2023-06-30,Current
LN-0001127,MBR-000349,Mortgage,296948.96,4.33,180,2022-01-09,Current
LN-0001128,MBR-000836,Mortgage,441943.21,4.87,360,2020-03-10,Current
LN-0001129,MBR-000501,Home Equity,32976.48,15.0,180,2018-07-16,Current
LN-0001130,MBR-000912,Mortgage,166954.31,7.15,360,2018-08-23,Paid Off
LN-0001131,MBR-000358,Student Loan,60961.4,13.31,240,2022-01-31,Current
LN-0001132,MBR-000326,Credit Card,5130.45,13.44,0,2023-03-12,Current
LN-0001133,MBR-000453,Auto Loan,33373.11,11.21,36,2020-09-01,Current
LN-0001134,MBR-001040,Auto Loan,51276.24,10.33,72,2018-10-04,Delinquent
LN-0001135,MBR-000365,Mortgage,410363.22,4.66,360,2021-09-07,Paid Off
LN-0001136,MBR-000371,Auto Loan,49977.78,8.61,72,2022-12-20,Current
LN-0001137,MBR-000220,Home Equity,121009.36,17.85,180,2020-07-04,Current
LN-0001138,MBR-000293,Personal Loan,-7002.74,14.62,12,2018-12-26,Paid Off
LN-0001139,MBR-000731,Student Loan,47783.01,16.72,120,2019-03-23,Default
LN-0001140,MBR-000421,Auto Loan,48431.23,12.13,72,2018-09-06,Current
LN-0001141,MBR-000145,Auto Loan,36932.48,11.88,48,2018-01-29,Delinquent
LN-0001142,MBR-000240,Home Equity,113620.55,11.8,180,2023-05-17,Current
LN-0001143,MBR-000673,Home Equity,141230.57,16.73,60,2020-05-15,Current
LN-0001144,MBR-000723,Credit Card,2610.24,8.8,0,2023-10-01,Delinquent
LN-0001145,MBR-001179,Personal Loan,17720.24,4.24,12,2018-01-17,Current
LN-0001146,MBR-000609,Credit Card,5033.18,13.42,0,2021-06-22,Current
LN-0001147,MBR-000349,Home Equity,33284.09,12.78,120,2021-03-12,Delinquent
LN-0001148,MBR-001164,Auto Loan,30286.95,17.08,60,2020-10-18,Current
LN-0001149,MBR-001057,Personal Loan,16040.19,13.8,12,2023-03-08,Delinquent
LN-0001150,MBR-001037,Credit Card,7031.37,14.47,0,2021-09-13,Current
LN-0001151,MBR-001078,Personal Loan,20771.47,17.87,12,2023-06-26,Default
LN-0001152,MBR-000201,Credit Card,12682.86,10.25,0,2019-01-20,Paid Off
LN-0001153,MBR-000053,Mortgage,80967.2,5.29,180,2022-05-08,Current
LN-0001154,MBR-000659,Auto Loan,21468.89,6.24,60,2019-06-17,Paid Off
LN-0001155,MBR-000460,Auto Loan,64981.65,5.5,72,2021-07-14,Current
LN-0001156,MBR-000678,Credit Card,4628.78,10.03,0,2024-08-30,Delinquent
LN-0001157,MBR-000988,Personal Loan,8008.46,14.99,36,2018-05-17,Current
LN-0001158,MBR-000925,Student Loan,8142.62,17.74,120,2018-06-17,Current
LN-0001159,MBR-000634,Auto Loan,61200.82,8.73,60,2023-04-10,Delinquent
LN-0001160,MBR-000511,Student Loan,49779.91,,120,2023-05-11,Delinquent
LN-0001161,MBR-000061,Personal Loan,10725.31,16.64,24,2019-09-05,Paid Off
LN-0001162,MBR-000055,Personal Loan,8104.95,9.58,36,2020-10-14,Delinquent
LN-0001163,MBR-000697,Mortgage,98890.39,7.36,180,2021-09-25,Current
LN-0001164,MBR-000639,Student Loan,21229.06,12.87,180,2022-08-07,Default
LN-0001165,MBR-000842,Auto Loan,37614.27,13.57,48,2022-06-28,Current
LN-0001166,MBR-000869,Credit Card,8660.68,6.16,0,2019-09-06,Current
LN-0001167,MBR-000821,Auto Loan,52075.76,4.04,72,2018-04-08,Paid Off
LN-0001168,MBR-000080,Auto Loan,41289.06,6.53,60,2018-05-16,Current
LN-0001169,MBR-000784,Auto Loan,12211.49,12.91,48,2020-08-05,Current
LN-0001170,MBR-000323,Mortgage,219832.05,,180,2019-04-06,Current
LN-0001171,MBR-000355,Student Loan,8159.28,4.31,240,2019-05-31,Paid Off
LN-0001172,MBR-000573,Auto Loan,52426.02,8.08,60,2023-07-05,Delinquent
LN-0001173,MBR-001122,Student Loan,9660.46,,120,2023-10-25,Default
LN-0001174,MBR-000343,Personal Loan,14846.12,4.27,36,2020-11-25,Current
LN-0001175,MBR-000555,Personal Loan,1315.38,11.73,12,2022-10-14,Paid Off
LN-0001176,MBR-000527,Student Loan,79949.28,6.06,180,2020-06-09,Current
LN-0001177,MBR-001099,Auto Loan,33166.57,15.25,60,2022-09-03,Current
LN-0001178,MBR-000889,Auto Loan,59578.27,10.95,72,2019-09-20,Current
LN-0001179,MBR-000280,Mortgage,445894.44,7.02,360,2018-10-19,Delinquent
LN-0001180,MBR-000003,Personal Loan,21776.48,4.58,48,2018-05-17,Current
LN-0001181,MBR-000413,Auto Loan,55841.81,12.8,72,2021-06-05,Paid Off
LN-0001182,MBR-000132,Auto Loan,41210.1,6.27,36,2019-12-15,Delinquent
LN-0001183,MBR-000488,Student Loan,55418.85,7.42,180,2018-03-15,Current
LN-0001184,MBR-000536,Mortgage,273250.81,3.01,360,2019-05-01,Current
LN-0001185,MBR-000996,Credit Card,1990.19,5.97,0,2023-03-30,Current
LN-0001186,MBR-000120,Auto Loan,20821.32,17.64,60,2022-12-19,Current
LN-0001187,MBR-000845,Auto Loan,11061.39,,36,2018-05-24,Paid Off
LN-0001188,MBR-000105,Credit Card,7697.25,14.19,0,2019-12-25,Current
LN-0001189,MBR-000970,Auto Loan,51468.27,12.59,48,2018-05-15,Current
LN-0001190,MBR-000964,Personal Loan,15984.89,12.24,36,2023-03-03,Delinquent
LN-0001191,MBR-000472,Credit Card,6622.78,12.13,0,2021-06-20,Current
LN-0001192,MBR-000529,Home Equity,37378.07,7.58,120,2021-03-10,Current
LN-0001193,MBR-000751,Auto Loan,59190.07,6.22,72,2020-07-30,Default
LN-0001194,MBR-001175,Credit Card,-10457.54,9.99,0,2022-03-24,Delinquent
LN-0001195,MBR-000182,Credit Card,7138.17,12.18,0,2022-01-27,Current
LN-0001196,MBR-000564,Auto Loan,42899.64,10.97,48,2021-10-14,Current
LN-0001197,MBR-000910,Auto Loan,26849.96,11.69,72,2020-05-06,Current
LN-0001198,MBR-000904,Home Equity,29752.84,16.57,60,2018-08-21,Paid Off
LN-0001199,MBR-001095,Auto Loan,46613.4,16.51,60,2024-09-09,Current
LN-0001200,MBR-000844,auto loan,45962.48,4.26,72,2020-03-24,Delinquent
LN-0001201,MBR-000082,Credit Card,2643.05,15.95,0,2019-09-27,Current
LN-0001202,MBR-000018,Personal Loan,8965.17,11.43,24,2024-06-10,Current
LN-0001203,MBR-000209,Home Equity,34022.35,4.43,120,2023-04-12,Paid Off
LN-0001204,MBR-000625,Personal Loan,8072.5,11.97,48,2019-03-01,Current
LN-0001205,MBR-000370,Auto Loan,32497.46,10.14,72,2021-10-08,Current
LN-0001206,MBR-000371,Personal Loan,21742.54,15.66,48,2024-08-12,Paid Off
LN-0001207,MBR-000571,Personal Loan,-7191.58,10.05,36,2018-10-11,Current
LN-0001208,MBR-000279,Home Equity,93468.03,13.53,60,2022-08-31,Paid Off
LN-0001209,MBR-000891,Auto Loan,33859.67,13.12,36,2024-07-09,Current
LN-0001210,MBR-000228,Auto Loan,23891.6,17.67,60,2021-04-21,Current
LN-0001211,MBR-000834,Auto Loan,58563.95,17.73,72,2024-03-20,Delinquent
LN-0001212,MBR-000128,Student Loan,65854.25,3.91,180,2021-10-05,Current
LN-0001213,MBR-000210,Personal Loan,4151.67,5.39,36,2020-09-15,Current
LN-0001214,MBR-001008,Auto Loan,31589.81,12.91,60,2021-05-06,Current
LN-0001215,MBR-000216,Auto Loan,12360.38,11.38,36,2023-07-07,Current
LN-0001216,MBR-000098,Student Loan,36214.73,8.12,180,2021-11-21,Current
LN-0001217,MBR-000725,Personal Loan,18007.62,7.8,12,2019-11-08,Current
LN-0001218,MBR-000156,Student Loan,73615.27,11.09,240,2022-04-11,Current
LN-0001219,MBR-000559,Personal Loan,23136.22,12.28,36,2019-12-21,Current
LN-0001220,MBR-000587,Personal Loan,1864.08,5.73,24,2018-11-21,Delinquent
LN-0001221,MBR-001138,Credit Card,7173.94,14.99,0,2020-05-08,Delinquent
LN-0001222,MBR-000782,Mortgage,442660.22,3.57,240,2023-05-23,Current
LN-0001223,MBR-000693,Auto Loan,16209.43,10.21,72,2018-04-30,Delinquent
LN-0001224,MBR-000920,Mortgage,387529.88,4.97,180,2018-01-30,Current
LN-0001225,MBR-000711,Credit Card,11438.69,17.69,0,2023-05-22,Current
LN-0001226,MBR-000265,Credit Card,12844.86,10.07,0,2018-08-18,Current
LN-0001227,MBR-000963,Auto Loan,61666.54,14.75,48,2019-06-03,Current
LN-0001228,MBR-000047,Personal Loan,4917.21,7.19,24,2021-09-18,Current
LN-0001229,MBR-000457,Student Loan,64682.28,16.44,180,2018-06-08,Current
LN-0001230,MBR-000142,Personal Loan,15010.75,12.75,36,2022-06-26,Default
LN-0001231,MBR-000704,Personal Loan,1243.82,17.48,36,2023-10-11,Delinquent
LN-0001232,MBR-000468,Auto Loan,48565.5,12.54,36,2019-10-30,Current
LN-0001233,MBR-000897,Auto Loan,45576.42,9.64,48,2020-09-06,Delinquent
LN-0001234,MBR-000572,Student Loan,36630.94,3.96,180,2018-04-09,Current
LN-0001235,MBR-000097,Auto Loan,62447.27,11.85,36,2019-04-26,Current
LN-0001236,MBR-000770,Auto Loan,20759.2,8.66,36,2021-08-05,Paid Off
LN-0001237,MBR-000035,Student Loan,32448.15,6.67,180,2021-02-21,Default
LN-0001238,MBR-000922,Personal Loan,13275.85,10.18,36,2022-04-10,Current
LN-0001239,MBR-001191,Home Equity,54935.04,17.43,120,2024-05-16,Current
LN-0001240,MBR-000702,Personal Loan,16564.92,13.48,48,2019-07-03,Current
LN-0001241,MBR-000747,Credit Card,14377.51,7.65,0,2024-04-09,Current
LN-0001242,MBR-000752,Auto Loan,61182.63,17.16,48,2018-11-01,Current
LN-0001243,MBR-000379,Auto Loan,55437.15,8.93,60,2021-04-26,Current
LN-0001244,MBR-000278,Personal Loan,10257.22,12.53,36,2023-03-13,Current
LN-0001245,MBR-000117,Auto Loan,49540.56,13.41,48,2019-12-07,Delinquent
LN-0001246,MBR-000586,Auto Loan,48027.15,11.95,72,2020-08-14,Current
LN-0001247,MBR-000185,Auto Loan,48843.32,15.43,36,2022-01-21,Delinquent
LN-0001248,MBR-001194,Mortgage,341738.76,4.27,240,2024-10-25,Paid Off
LN-0001249,MBR-000316,Personal Loan,10759.27,4.75,12,2019-04-12,Current
LN-0001250,MBR-000537,Credit Card,10795.76,10.36,0,2020-05-27,Current
LN-0001251,MBR-000946,Personal Loan,10984.26,6.19,24,2021-04-04,Delinquent
LN-0001252,MBR-000339,Mortgage,406654.92,6.18,360,2018-12-09,Paid Off
LN-0001253,MBR-001148,Auto Loan,43229.94,17.29,36,2024-03-27,Current
LN-0001254,MBR-000845,Personal Loan,9651.13,6.23,12,2024-06-16,Default
LN-0001255,MBR-000394,Personal Loan,24141.41,14.04,24,2019-01-21,Current
LN-0001256,MBR-000817,Personal Loan,24800.83,17.62,12,2023-06-07,Current
LN-0001257,MBR-001154,Auto Loan,14563.64,10.84,72,2021-04-05,Current
LN-0001258,MBR-000422,Credit Card,832.43,16.37,0,2021-01-20,Paid Off
LN-0001259,MBR-001010,Auto Loan,58978.85,10.38,72,2021-11-13,Current
LN-0001260,MBR-000315,Personal Loan,21631.92,10.16,24,2018-11-05,Delinquent
LN-0001261,MBR-000402,Home Equity,144556.94,10.81,60,2019-01-16,Delinquent
LN-0001262,MBR-000647,Credit Card,10505.39,9.87,0,2020-02-09,Delinquent
LN-0001263,MBR-000124,Personal Loan,21871.51,3.83,36,2024-08-29,Current
LN-0001264,MBR-000813,Personal Loan,15510.31,,24,2020-10-12,Current
LN-0001265,MBR-000652,Mortgage,83293.93,3.12,240,2018-09-27,Current
LN-0001266,MBR-000443,Auto Loan,56129.66,15.09,72,2021-10-14,Paid Off
LN-0001267,MBR-001110,Home Equity,89528.02,12.53,180,2019-12-02,Current
LN-0001268,MBR-001010,Auto Loan,37902.14,16.4,48,2022-03-12,Current
LN-0001269,MBR-000231,Auto Loan,51849.87,16.47,72,2018-04-09,Paid Off
LN-0001270,MBR-000482,Personal Loan,14023.86,16.68,48,2020-03-11,Current
LN-0001271,MBR-000493,Mortgage,92040.38,6.13,240,2020-11-11,Current
LN-0001272,MBR-000561,Mortgage,353080.08,7.25,240,2019-02-07,Current
LN-0001273,MBR-000467,Auto Loan,26976.23,16.41,72,2023-05-24,Current
LN-0001274,MBR-001051,Auto Loan,50709.91,7.41,36,2022-02-23,Current
LN-0001275,MBR-000777,Credit Card,1554.03,11.32,0,2019-02-22,Current
LN-0001276,MBR-000156,Auto Loan,42631.59,9.3,36,2021-09-25,Current
LN-0001277,MBR-000529,Auto Loan,30699.48,17.56,72,2023-09-06,Delinquent
LN-0001278,MBR-000475,Personal Loan,3148.12,7.37,12,2020-03-23,Current
LN-0001279,MBR-000576,Student Loan,68569.97,,180,2022-10-03,Current
LN-0001280,MBR-000848,Mortgage,130936.72,5.23,180,2020-06-22,Paid Off
LN-0001281,MBR-000258,Home Equity,102970.46,14.04,120,2020-04-30,Current
LN-0001282,MBR-000114,Student Loan,29363.31,13.35,180,2018-03-29,Paid Off
LN-0001283,MBR-001175,Auto Loan,46929.19,16.65,36,2024-02-05,Current
LN-0001284,MBR-000040,Auto Loan,54526.05,12.61,60,2020-02-13,Default
LN-0001285,MBR-000861,Auto Loan,35759.81,11.77,60,2019-05-24,Current
LN-0001286,MBR-000793,Personal Loan,8903.27,5.5,12,2023-05-04,Default
LN-0001287,MBR-000973,Personal Loan,13011.75,17.52,12,2022-08-27,Paid Off
LN-0001288,MBR-000137,Mortgage,245326.75,4.22,240,2024-07-03,Delinquent
LN-0001289,MBR-000480,Personal Loan,3821.03,9.43,24,2024-03-06,Current
LN-0001290,MBR-000997,Home Equity,-107724.96,13.41,60,2018-08-06,Current
LN-0001291,MBR-000257,Home Equity,99099.94,12.73,120,2023-01-11,Current
LN-0001292,MBR-000555,Credit Card,11783.7,17.13,0,2024-04-10,Current
LN-0001293,MBR-000503,Personal Loan,9414.51,5.67,24,2020-05-23,Current
