payment_id,loan_id,due_date,payment_date,expected_amount,actual_amount,payment_status
PMT-00007649,LN-0000901,2022-09-07,2022-09-02,161.56,161.56,On Time
PMT-00007650,LN-0002421,2024-02-03,,230.46,0.0,Missed
PMT-00007651,LN-0000074,2022-11-13,,3655.44,0.0,Missed
PMT-00007652,LN-0001292,2024-07-15,,5000.0,0.0,Missed
PMT-00007653,LN-0002650,2025-10-15,2025-10-15,850.85,850.85,On Time
PMT-00007654,LN-0000880,2024-02-13,2024-02-09,183.06,183.06,On Time
PMT-00007655,LN-0002285,2023-10-29,2023-12-07,469.5,469.5,Late
PMT-00007656,LN-0001547,2022-11-12,2022-11-12,1167.85,1167.85,On Time
PMT-00007657,LN-0000432,2025-04-17,,735.74,0.0,Missed
PMT-00007658,LN-0002642,2022-08-10,2022-08-08,2545.43,2545.43,On Time
PMT-00007659,LN-0000430,2022-08-08,2022-08-13,1048.13,474.01,Partial
PMT-00007660,LN-0002411,2025-04-29,2025-04-27,617.21,617.21,On Time
PMT-00007661,LN-0001903,2024-01-11,2024-01-11,860.93,860.93,On Time
PMT-00007662,LN-0002694,2022-12-09,2022-12-09,5000.0,5000.0,On Time
PMT-00007663,LN-0000560,2025-08-26,2025-09-28,573.88,573.88,Late
PMT-00007664,LN-0000618,2025-08-27,2025-08-26,287.24,287.24,On Time
PMT-00007665,LN-0001920,2023-09-13,2023-09-12,723.92,723.92,On Time
PMT-00007666,LN-0001226,2025-09-22,2025-09-19,5000.0,5000.0,On Time
PMT-00007667,LN-0000835,2025-03-05,2025-03-01,475.5,475.5,On Time
PMT-00007668,LN-0000090,2025-02-20,2025-02-17,626.57,626.57,On Time
PMT-00007669,LN-0001901,2025-03-28,2025-03-23,950.77,950.77,On Time
PMT-00007670,LN-0001940,2023-06-03,2023-06-09,1145.87,658.11,Partial
PMT-00007671,LN-0001465,2025-05-28,2025-05-28,412.02,412.02,On Time
PMT-00007672,LN-0001981,2023-03-10,2023-03-08,173.6,173.6,On Time
PMT-00007673,LN-0000982,2024-07-07,2024-07-11,1658.33,1312.97,Partial
PMT-00007674,LN-0001713,2024-09-15,2024-09-12,805.98,805.98,On Time
PMT-00007675,LN-0002434,2022-01-08,2022-02-20,1612.77,1612.77,Late
PMT-00007676,LN-0002421,2023-03-26,2023-03-24,230.46,230.46,On Time
PMT-00007677,LN-0000235,2024-11-01,2024-10-28,1449.75,1449.75,On Time
PMT-00007678,LN-0001426,2022-04-26,2022-04-22,720.87,720.87,On Time
PMT-00007679,LN-0002210,2023-08-19,2023-08-19,878.47,878.47,On Time
PMT-00007680,LN-0002594,2022-08-08,2022-08-08,180.13,123.17,Partial
PMT-00007681,LN-0000752,2023-07-30,2023-07-26,1037.72,1037.72,On Time
PMT-00007682,LN-0002057,2022-07-10,2022-07-06,1267.8,1267.8,On Time
PMT-00007683,LN-0000602,2024-01-02,2023-12-29,5000.0,5000.0,On Time
PMT-00007684,LN-0001281,2023-10-11,2023-10-07,858.09,858.09,On Time
PMT-00007685,LN-0000710,2022-10-14,2022-10-09,1526.73,1526.73,On Time
PMT-00007686,LN-0002002,2025-05-13,2025-05-10,1152.89,1152.89,On Time
PMT-00007687,LN-0000247,2025-01-25,2025-01-24,5000.0,5000.0,On Time
PMT-00007688,LN-0001188,2025-01-26,2025-01-25,5000.0,5000.0,On Time
PMT-00007689,LN-0000448,2023-11-27,,505.49,0.0,Missed
PMT-00007690,LN-0001892,2024-08-03,2024-07-29,599.19,599.19,On Time
PMT-00007691,LN-0002428,2022-11-21,2022-12-11,241.9,241.9,Late
PMT-00007692,LN-0001306,2025-01-02,2024-12-28,1704.34,1704.34,On Time
PMT-00007693,LN-0000214,2022-09-09,2022-09-08,294.94,294.94,On Time
PMT-00007694,LN-0000225,2024-07-29,2024-07-26,554.62,554.62,On Time
PMT-00007695,LN-0000605,2025-06-26,2025-06-22,1474.05,1474.05,On Time
PMT-00007696,LN-0001357,2024-05-09,2024-05-05,838.18,838.18,On Time
PMT-00007697,LN-0001598,2022-02-28,2022-02-24,5000.0,5000.0,On Time
PMT-00007698,LN-0002192,2023-06-18,2023-06-17,1796.8,1796.8,On Time
PMT-00007699,LN-0002600,2023-04-19,2023-04-18,1004.82,1004.82,On Time
PMT-00007700,LN-0001748,2025-04-15,,138.74,0.0,Missed
PMT-00007701,LN-0000745,2024-07-28,2024-09-01,627.69,627.69,Late
PMT-00007702,LN-0000769,2024-12-30,2025-01-24,967.48,967.48,Late
PMT-00007703,LN-0000245,2024-07-06,2024-07-06,1365.13,1365.13,On Time
PMT-00007704,LN-0001414,2023-12-14,2023-12-13,656.84,656.84,On Time
PMT-00007705,LN-0001344,2023-09-06,2023-09-04,1119.3,1119.3,On Time
PMT-00007706,LN-0000570,2024-11-30,2024-11-27,341.08,341.08,On Time
PMT-00007707,LN-0002507,2025-09-22,2025-10-28,430.59,430.59,Late
PMT-00007708,LN-0000193,2022-12-02,,320.48,0.0,Missed
PMT-00007709,LN-0002431,2024-12-13,2024-12-12,1235.83,1235.83,On Time
PMT-00007710,LN-0002341,2025-05-30,,725.86,0.0,Missed
PMT-00007711,LN-0002117,2025-03-21,2025-03-19,337.73,337.73,On Time
PMT-00007712,LN-0000806,2022-09-24,2022-09-30,5000.0,2387.72,Partial
PMT-00007713,LN-0001511,2024-01-05,,52.51,0.0,Missed
PMT-00007714,LN-0000794,2023-06-21,2023-06-25,5000.0,1826.47,Partial
PMT-00007715,LN-0002450,2025-06-22,2025-06-19,497.1,497.1,On Time
PMT-00007716,LN-0002318,2022-09-14,2022-09-13,554.37,554.37,On Time
PMT-00007717,LN-0001654,2024-12-05,2024-12-04,878.81,878.81,On Time
PMT-00007718,LN-0000370,2022-07-25,2022-08-15,495.75,495.75,Late
PMT-00007719,LN-0000897,2023-02-26,2023-02-26,393.65,393.65,On Time
PMT-00007720,LN-0002433,2024-01-28,2024-01-27,1131.41,1131.41,On Time
PMT-00007721,LN-0001421,2022-02-06,,255.81,0.0,Missed
PMT-00007722,LN-0000537,2023-10-16,,1893.47,0.0,Missed
PMT-00007723,LN-0002167,2022-01-12,2022-01-07,933.49,933.49,On Time
PMT-00007724,LN-0000450,2022-02-21,2022-03-22,5000.0,5000.0,Late
PMT-00007725,LN-0001776,2025-08-28,2025-08-29,182.9,182.9,Late
PMT-00007726,LN-0000916,2022-05-31,2022-05-26,129.61,129.61,On Time
PMT-00007727,LN-0002435,2025-06-03,2025-06-23,1301.59,1301.59,Late
PMT-00007728,LN-0001850,2023-06-06,2023-06-02,290.01,290.01,On Time
PMT-00007729,LN-0002544,2024-03-03,2024-03-01,416.51,416.51,On Time
PMT-00007730,LN-0001596,2023-04-02,2023-05-05,317.59,317.59,Late
PMT-00007731,LN-0001373,2024-01-16,2024-01-13,154.8,154.8,On Time
PMT-00007732,LN-0000144,2025-07-18,2025-07-13,231.16,-231.16,On Time
PMT-00007733,LN-0000462,2022-12-12,2022-12-11,5000.0,5000.0,On Time
PMT-00007734,LN-0001995,2025-03-06,2025-03-01,1509.7,1509.7,On Time
PMT-00007735,LN-0000335,2023-11-19,2023-11-24,924.59,470.01,Partial
PMT-00007736,LN-0000166,2025-09-13,,1005.64,0.0,Missed
PMT-00007737,LN-0000552,2023-03-08,2023-03-16,1349.68,407.02,Partial
PMT-00007738,LN-0000142,2025-02-08,2025-02-14,395.08,395.08,Late
PMT-00007739,LN-0001278,2025-05-26,2025-05-25,262.34,262.34,On Time
PMT-00007740,LN-0000029,2022-07-18,2022-07-24,343.35,95.58,Partial
PMT-00007741,LN-0002030,2022-10-15,,757.34,0.0,Missed
PMT-00007742,LN-0001611,2024-10-18,2024-10-18,614.68,614.68,On Time
PMT-00007743,LN-0001497,2022-12-02,2023-01-07,595.01,595.01,Late
PMT-00007744,LN-0000177,2024-12-25,,776.84,0.0,Missed
PMT-00007745,LN-0002096,2022-06-24,2022-07-15,5000.0,5000.0,Late
PMT-00007746,LN-0000737,2025-04-07,2025-04-05,681.4,681.4,On Time
PMT-00007747,LN-0000173,2023-07-28,2023-07-28,5000.0,5000.0,On Time
PMT-00007748,LN-0002661,2022-05-18,2022-05-13,529.32,529.32,On Time
PMT-00007749,LN-0001533,2025-05-24,2025-05-23,400.88,400.88,On Time
PMT-00007750,LN-0001846,2023-09-03,2023-09-18,868.39,868.39,Late
PMT-00007751,LN-0001063,2024-08-26,2024-09-28,844.63,844.63,Late
PMT-00007752,LN-0001911,2025-10-14,2025-11-19,788.3,788.3,Late
PMT-00007753,LN-0001488,2024-01-20,2024-01-18,1493.73,1493.73,On Time
PMT-00007754,LN-0002740,2025-07-04,2025-06-30,567.69,567.69,On Time
PMT-00007755,LN-0000633,2024-12-07,2024-12-29,5000.0,5000.0,Late
PMT-00007756,LN-0001393,2022-12-05,2022-12-08,727.92,441.83,Partial
PMT-00007757,LN-0000560,2022-04-17,2022-05-24,573.88,573.88,LATE
PMT-00007758,LN-0002608,2023-12-14,2023-12-14,977.88,977.88,On Time
PMT-00007759,LN-0002610,2025-05-13,2025-05-09,1026.21,1026.21,On Time
PMT-00007760,LN-0002273,2022-03-18,2022-03-14,93.85,93.85,On Time
PMT-00007761,LN-0001146,2024-03-27,,5000.0,0.0,Missed
PMT-00007762,LN-0002126,2025-02-08,,390.2,0.0,Missed
PMT-00007763,LN-0001314,2025-07-02,2025-06-29,1349.09,1349.09,ON TIME
PMT-00007764,LN-0002410,2025-02-09,2025-02-08,895.87,895.87,On Time
PMT-00007765,LN-0001428,2024-09-27,2024-09-29,5000.0,1818.02,Partial
PMT-00007766,LN-0002065,2024-08-19,2024-08-14,53.47,53.47,On Time
PMT-00007767,LN-0001617,2025-03-19,2025-03-17,1107.18,1107.18,On Time
PMT-00007768,LN-0001675,2023-08-26,2023-08-22,209.83,209.83,On Time
PMT-00007769,LN-0001855,2022-01-20,2022-01-20,243.52,243.52,On Time
PMT-00007770,LN-0001498,2022-05-15,2022-06-07,322.3,322.3,Late
PMT-00007771,LN-0001807,2024-09-25,2024-10-09,132.08,63.65,Partial
PMT-00007772,LN-0000626,2023-05-02,,1077.93,0.0,Missed
PMT-00007773,LN-0002051,2024-07-15,2024-07-11,1438.81,1438.81,On Time
PMT-00007774,LN-0002395,2022-06-24,2022-06-23,693.98,693.98,On Time
PMT-00007775,LN-0000673,2023-04-23,2023-04-19,46.01,46.01,On Time
PMT-00007776,LN-0001779,2023-03-12,2023-03-10,1172.18,1172.18,On Time
PMT-00007777,LN-0000864,2025-10-02,,5000.0,0.0,Missed
PMT-00007778,LN-0001607,2025-02-15,2025-02-14,718.16,718.16,On Time
PMT-00007779,LN-0001004,2023-05-25,2023-06-03,1955.97,1955.97,Late
PMT-00007780,LN-0002342,2023-11-20,2023-11-17,1316.07,1316.07,On Time
PMT-00007781,LN-0002022,2022-03-17,2022-03-12,5000.0,5000.0,On Time
PMT-00007782,LN-0001979,2022-07-12,2022-08-08,901.3,901.3,Late
PMT-00007783,LN-0002515,2023-12-13,2023-12-09,305.95,305.95,On Time
PMT-00007784,LN-0000360,2025-07-11,2025-07-07,873.7,873.7,On Time
PMT-00007785,LN-0000952,2022-01-23,,506.5,0.0,Missed
PMT-00007786,LN-0000317,2022-05-08,2022-05-03,382.16,382.16,On Time
PMT-00007787,LN-0002188,2022-06-21,2022-07-19,427.87,427.87,Late
PMT-00007788,LN-0000467,2022-01-20,2022-01-20,601.99,601.99,On Time
PMT-00007789,LN-0000606,2024-04-03,,735.1,0.0,Missed
PMT-00007790,LN-0000901,2025-01-07,2025-01-03,161.56,161.56,On Time
PMT-00007791,LN-0000768,2025-03-21,2025-03-30,5000.0,1315.5,Partial
PMT-00007792,LN-0000172,2022-12-28,2022-12-27,494.18,494.18,On Time
PMT-00007793,LN-0001618,2022-02-23,2022-03-22,852.88,852.88,Late
PMT-00007794,LN-0000885,2022-09-10,,5000.0,0.0,Missed
PMT-00007795,LN-0000009,2025-06-29,2025-06-25,188.62,188.62,On Time
PMT-00007796,LN-0002732,2025-07-07,,591.54,0.0,Missed
PMT-00007797,LN-0001082,2022-12-20,2022-12-22,620.18,313.04,Partial
PMT-00007798,LN-0000823,2023-04-24,2023-06-04,146.23,146.23,LATE
PMT-00007799,LN-0000950,2022-05-03,2022-05-09,237.52,51.77,Partial
PMT-00007800,LN-0001924,2024-09-29,2024-09-29,765.01,765.01,On Time
PMT-00007801,LN-0000823,2025-07-22,2025-07-22,146.23,146.23,On Time
PMT-00007802,LN-0001970,2025-08-29,2025-10-08,167.94,167.94,Late
PMT-00007803,LN-0001386,2022-07-04,2022-07-12,369.04,369.04,Late
PMT-00007804,LN-0001912,2024-06-01,2024-05-30,672.13,672.13,On Time
PMT-00007805,LN-0001878,2024-10-03,2024-09-30,860.0,860.0,On Time
PMT-00007806,LN-0000481,2023-12-18,2023-12-16,370.93,370.93,On Time
PMT-00007807,LN-0002159,2024-04-19,2024-04-16,308.45,308.45,On Time
PMT-00007808,LN-0000022,2025-07-28,2025-07-25,940.28,940.28,On Time
PMT-00007809,LN-0001204,2025-03-31,2025-03-30,168.18,168.18,On Time
PMT-00007810,LN-0002225,2025-05-26,2025-05-24,326.15,326.15,On Time
PMT-00007811,LN-0000264,2023-04-26,2023-04-26,388.86,388.86,On Time
PMT-00007812,LN-0001566,2024-08-22,2024-08-22,125.51,125.51,On Time
PMT-00007813,LN-0002698,2022-08-08,2022-08-22,1846.05,1047.13,Partial
PMT-00007814,LN-0002533,2024-01-15,2024-01-13,1867.91,1867.91,On Time
PMT-00007815,LN-0001635,2024-09-20,2024-09-20,5000.0,5000.0,On Time
PMT-00007816,LN-0000083,2022-07-17,2022-07-15,655.71,655.71,On Time
PMT-00007817,LN-0000390,2023-06-24,2023-06-19,1359.89,1359.89,On Time
PMT-00007818,LN-0000728,2023-11-08,2023-11-05,831.86,831.86,On Time
PMT-00007819,LN-0001070,2023-07-09,2023-07-10,5000.0,5000.0,Late
PMT-00007820,LN-0000364,2022-05-30,,1743.3,0.0,Missed
PMT-00007821,LN-0001309,2025-04-16,2025-04-14,5000.0,5000.0,On Time
PMT-00007822,LN-0002352,2023-12-24,2023-12-19,1297.38,1297.38,On Time
PMT-00007823,LN-0001439,2023-05-07,2023-05-06,889.68,889.68,On Time
PMT-00007824,LN-0000888,2023-03-15,2023-03-14,1004.96,1004.96,On Time
PMT-00007825,LN-0001951,2024-08-29,2024-08-27,533.44,533.44,On Time
PMT-00007826,LN-0001583,2022-07-28,2022-07-26,2235.56,2235.56,On Time
PMT-00007827,LN-0001052,2025-05-04,2025-05-04,819.94,819.94,On Time
PMT-00007828,LN-0000030,2022-05-04,2022-05-31,1797.75,1797.75,Late
PMT-00007829,LN-0001115,2022-06-23,2022-06-18,392.97,392.97,On Time
PMT-00007830,LN-0001667,2022-10-23,2022-10-21,1636.46,1636.46,On Time
PMT-00007831,LN-0000693,2022-03-22,2022-03-22,30.97,30.97,On Time
PMT-00007832,LN-0002760,2024-10-31,2024-12-08,570.04,570.04,Late
PMT-00007833,LN-0000907,2022-05-25,2022-05-20,453.98,453.98,On Time
PMT-00007834,LN-0000012,2023-04-19,2023-04-18,748.75,748.75,On Time
PMT-00007835,LN-0001977,2022-03-31,2022-03-27,1380.38,1380.38,On Time
PMT-00007836,LN-0001445,2022-08-26,2022-08-21,113.7,113.7,On Time
PMT-00007837,LN-0000522,2022-11-29,2022-12-26,542.32,542.32,Late
PMT-00007838,LN-0000176,2025-05-17,,570.26,0.0,Missed
PMT-00007839,LN-0000220,2025-07-06,2025-08-02,5000.0,5000.0,Late
PMT-00007840,LN-0002453,2022-03-17,2022-03-15,2669.98,2669.98,On Time
PMT-00007841,LN-0001125,2024-10-04,2024-10-04,252.08,252.08,On Time
PMT-00007842,LN-0000055,2022-04-06,2022-04-06,243.09,243.09,On Time
PMT-00007843,LN-0001294,2024-11-07,2024-11-06,513.67,513.67,On Time
PMT-00007844,LN-0001352,2024-06-07,2024-06-22,1792.13,1137.24,Partial
PMT-00007845,LN-0001978,2025-07-11,2025-07-07,5000.0,5000.0,On Time
PMT-00007846,LN-0002523,2022-07-18,2022-07-18,873.72,873.72,On Time
PMT-00007847,LN-0001789,2022-08-10,2022-09-01,1326.68,1326.68,Late
PMT-00007848,LN-0001074,2022-03-18,2022-03-14,751.09,751.09,On Time
PMT-00007849,LN-0001897,2024-05-20,2024-05-22,436.82,285.47,Partial
PMT-00007850,LN-0000277,2023-04-03,2023-04-14,364.04,364.04,Late
PMT-00007851,LN-0000145,2024-09-05,2024-08-31,905.79,905.79,On Time
PMT-00007852,LN-0001167,2023-02-21,2023-03-02,723.27,444.44,Partial
PMT-00007853,LN-0002244,2023-06-15,2023-06-12,1754.52,1754.52,ON TIME
PMT-00007854,LN-0001540,2024-10-12,2024-10-09,227.99,227.99,On Time
PMT-00007855,LN-0001008,2024-10-21,2024-11-21,430.18,430.18,Late
PMT-00007856,LN-0000730,2025-10-29,2025-10-29,221.06,221.06,On Time
PMT-00007857,LN-0000605,2025-07-21,2025-07-19,1474.05,1474.05,On Time
PMT-00007858,LN-0002582,2022-07-05,2022-06-30,690.92,690.92,On Time
PMT-00007859,LN-0002673,2023-04-22,2023-04-21,5000.0,5000.0,On Time
PMT-00007860,LN-0002133,2022-08-13,2022-08-08,625.55,625.55,On Time
PMT-00007861,LN-0002238,2024-09-15,2024-10-01,1491.42,1491.42,Late
PMT-00007862,LN-0000829,2024-04-16,2024-04-16,857.25,857.25,On Time
PMT-00007863,LN-0001416,2022-11-06,2022-11-06,448.39,448.39,On Time
PMT-00007864,LN-0000594,2024-05-29,2024-05-29,372.1,372.1,On Time
PMT-00007865,LN-0000210,2024-11-29,2024-11-29,848.91,848.91,On Time
PMT-00007866,LN-0002434,2024-11-19,2024-12-18,1612.77,1612.77,Late
PMT-00007867,LN-0000404,2024-06-13,2024-06-08,418.57,418.57,On Time
PMT-00007868,LN-0000059,2023-01-24,2023-01-20,502.52,502.52,On Time
PMT-00007869,LN-0001927,2024-11-25,2024-11-25,603.26,603.26,On Time
PMT-00007870,LN-0002148,2023-07-22,2023-07-20,960.35,960.35,On Time
PMT-00007871,LN-0002592,2022-11-23,2022-11-18,34.45,34.45,On Time
PMT-00007872,LN-0002391,2023-03-07,2023-03-06,783.7,783.7,On Time
PMT-00007873,LN-0001646,2023-04-09,2023-04-05,548.73,548.73,On Time
PMT-00007874,LN-0001360,2024-11-24,2024-12-06,466.54,466.54,Late
PMT-00007875,LN-0000078,2023-04-25,,3769.78,0.0,Missed
PMT-00007876,LN-0001152,2023-07-06,2023-08-11,5000.0,5000.0,Late
PMT-00007877,LN-0000196,2022-06-10,2022-06-06,1310.42,1310.42,On Time
PMT-00007878,LN-0000197,2023-09-30,2023-10-11,362.28,362.28,Late
PMT-00007879,LN-0002197,2025-07-08,2025-07-18,828.61,448.65,Partial
PMT-00007880,LN-0000794,2023-01-25,2023-01-22,5000.0,5000.0,On Time
PMT-00007881,LN-0000295,2023-06-26,,3990.18,0.0,Missed
PMT-00007882,LN-0001082,2022-03-15,2022-03-14,620.18,620.18,On Time
PMT-00007883,LN-0002234,2025-03-08,2025-03-08,670.88,670.88,On Time
PMT-00007884,LN-0002030,2022-08-21,2022-09-11,757.34,757.34,Late
PMT-00007885,LN-0000752,2025-01-06,2025-01-25,1037.72,1037.72,Late
PMT-00007886,LN-0002597,2023-01-11,2023-01-09,697.96,697.96,On Time
PMT-00007887,LN-0002335,2023-01-07,2023-01-09,1064.06,442.32,Partial
PMT-00007888,LN-0000674,2023-10-12,,1005.53,0.0,Missed
PMT-00007889,LN-0001464,2025-03-15,2025-03-13,901.23,901.23,On Time
PMT-00007890,LN-0000728,2025-05-02,2025-06-06,831.86,831.86,Late
PMT-00007891,LN-0002137,2024-07-25,2024-07-24,5000.0,5000.0,On Time
PMT-00007892,LN-0000737,2024-11-24,2024-11-19,681.4,681.4,On Time
PMT-00007893,LN-0001101,2023-10-07,2023-10-03,504.11,504.11,On Time
PMT-00007894,LN-0002743,2023-04-09,2023-04-07,588.67,588.67,On Time
PMT-00007895,LN-0002272,2024-11-22,,657.67,0.0,Missed
PMT-00007896,LN-0001759,2022-06-30,2022-08-03,3115.52,3115.52,Late
PMT-00007897,LN-0001666,2025-09-02,,250.58,0.0,Missed
PMT-00007898,LN-0000052,2024-05-01,,5000.0,0.0,Missed
PMT-00007899,LN-0001338,2022-03-06,,1097.46,0.0,Missed
PMT-00007900,LN-0002373,2024-07-07,2024-07-12,167.15,70.68,Partial
PMT-00007901,LN-0000474,2025-04-01,2025-04-12,418.08,418.08,Late
PMT-00007902,LN-0001417,2025-07-06,2025-07-03,3283.83,3283.83,On Time
PMT-00007903,LN-0000775,2025-02-10,2025-02-21,283.68,105.78,Partial
PMT-00007904,LN-0002730,2023-05-04,2023-05-02,696.8,696.8,On Time
PMT-00007905,LN-0001397,2025-03-12,2025-04-13,1065.46,1065.46,Late
PMT-00007906,LN-0000261,2022-09-09,,2043.96,0.0,Missed
PMT-00007907,LN-0001582,2022-09-06,,117.17,0.0,Missed
PMT-00007908,LN-0002053,2024-05-05,2024-05-05,763.65,763.65,ON TIME
PMT-00007909,LN-0002068,2024-08-19,2024-08-18,5000.0,5000.0,On Time
PMT-00007910,LN-0002143,2025-08-02,2025-07-28,660.94,660.94,ON TIME
PMT-00007911,LN-0001606,2023-07-15,,508.68,0.0,Missed
PMT-00007912,LN-0000137,2024-01-04,2023-12-31,165.46,165.46,On Time
PMT-00007913,LN-0002738,2022-05-10,2022-05-06,487.49,487.49,On Time
PMT-00007914,LN-0001365,2024-03-25,2024-03-24,5000.0,5000.0,On Time
PMT-00007915,LN-0002496,2022-04-24,2022-04-24,23.01,23.01,On Time
PMT-00007916,LN-0002754,2023-03-31,2023-03-28,1071.31,1071.31,On Time
PMT-00007917,LN-0000829,2022-11-07,2022-11-02,857.25,857.25,On Time
PMT-00007918,LN-0000106,2024-08-30,2024-08-29,5000.0,3106.99,Partial
PMT-00007919,LN-0001385,2025-08-10,2025-08-10,5000.0,5000.0,On Time
PMT-00007920,LN-0002604,2023-09-27,2023-11-05,5000.0,5000.0,Late
PMT-00007921,LN-0002628,2024-04-25,2024-05-11,372.36,372.36,Late
PMT-00007922,LN-0001712,2022-04-13,2022-04-11,905.61,905.61,On Time
PMT-00007923,LN-0002709,2024-03-24,2024-03-22,957.97,957.97,On Time
PMT-00007924,LN-0000244,2022-06-17,2022-07-29,636.25,636.25,Late
PMT-00007925,LN-0000774,2025-07-03,,75.56,0.0,Missed
PMT-00007926,LN-0000347,2024-05-15,2024-06-25,1130.73,1130.73,Late
PMT-00007927,LN-0002038,2023-12-23,2023-12-21,1422.62,1422.62,On Time
PMT-00007928,LN-0000574,2023-10-08,2023-10-03,297.76,297.76,On Time
PMT-00007929,LN-0002602,2024-11-21,2024-11-24,901.59,901.59,Late
PMT-00007930,LN-0001255,2025-06-22,2025-06-17,1005.89,1005.89,On Time
PMT-00007931,LN-0001055,2022-01-07,2022-01-05,529.13,529.13,On Time
PMT-00007932,LN-0001469,2022-02-10,2022-02-07,342.41,342.41,On Time
PMT-00007933,LN-0000514,2023-10-05,,1735.2,0.0,Missed
PMT-00007934,LN-0002130,2022-07-11,2022-07-08,2846.11,2846.11,On Time
PMT-00007935,LN-0002692,2024-04-28,2024-05-16,640.67,640.67,LATE
PMT-00007936,LN-0000828,2025-02-12,2025-03-13,276.99,276.99,Late
PMT-00007937,LN-0002243,2025-07-10,2025-08-14,1042.45,1042.45,Late
PMT-00007938,LN-0001663,2024-05-19,2024-06-01,661.64,661.64,Late
PMT-00007939,LN-0002116,2024-09-21,2024-09-17,593.54,593.54,On Time
PMT-00007940,LN-0001800,2025-08-06,,296.89,0.0,Missed
PMT-00007941,LN-0000390,2025-01-30,2025-01-25,1359.89,1359.89,On Time
PMT-00007942,LN-0001054,2023-11-13,2023-11-12,896.12,896.12,On Time
PMT-00007943,LN-0002410,2022-09-01,2022-08-30,895.87,895.87,On Time
PMT-00007944,LN-0001129,2024-10-06,2024-10-02,183.2,183.2,On Time
PMT-00007945,LN-0000288,2023-08-14,2023-08-11,312.61,-312.61,On Time
PMT-00007946,LN-0002338,2024-06-19,2024-06-17,2733.36,2733.36,On Time
PMT-00007947,LN-0000630,2025-07-31,2025-07-27,5000.0,5000.0,On Time
PMT-00007948,LN-0002488,2023-01-01,2022-12-31,5000.0,5000.0,On Time
PMT-00007949,LN-0002249,2023-04-12,,5000.0,0.0,Missed
PMT-00007950,LN-0001698,2022-12-22,2022-12-21,414.29,414.29,On Time
PMT-00007951,LN-0002517,2025-06-02,2025-05-29,1759.26,1759.26,On Time
PMT-00007952,LN-0000175,2022-04-23,2022-05-26,425.14,425.14,Late
PMT-00007953,LN-0002724,2025-07-29,2025-07-24,645.31,645.31,On Time
PMT-00007954,LN-0001058,2022-08-03,,673.6,0.0,Missed
PMT-00007955,LN-0000212,2025-10-26,,94.74,0.0,Missed
PMT-00007956,LN-0000399,2024-05-02,2024-05-02,1601.14,1601.14,On Time
PMT-00007957,LN-0001223,2023-01-11,2023-01-13,225.13,225.13,Late
PMT-00007958,LN-0002460,2022-08-11,2022-08-10,5000.0,5000.0,On Time
PMT-00007959,LN-0000932,2022-04-21,2022-05-14,243.7,243.7,Late
PMT-00007960,LN-0000830,2023-06-01,2023-05-27,811.84,811.84,On Time
PMT-00007961,LN-0000233,2023-09-08,2023-09-08,676.14,676.14,ON TIME
PMT-00007962,LN-0001454,2024-01-06,,810.66,0.0,Missed
PMT-00007963,LN-0001363,2025-07-14,2025-08-24,182.15,182.15,Late
PMT-00007964,LN-0002281,2024-02-08,,5000.0,0.0,Missed
PMT-00007965,LN-0001169,2024-03-12,2024-03-10,254.41,254.41,On Time
PMT-00007966,LN-0000374,2025-10-01,2025-09-28,854.24,854.24,On Time
PMT-00007967,LN-0001783,2022-11-08,2022-11-14,1734.82,882.78,Partial
PMT-00007968,LN-0002003,2023-11-20,2023-11-15,5000.0,5000.0,On Time
PMT-00007969,LN-0000019,2024-12-12,2024-12-08,295.3,295.3,On Time
PMT-00007970,LN-0002623,2023-04-17,2023-04-16,1478.04,1478.04,On Time
PMT-00007971,LN-0002431,2023-05-14,,1235.83,0.0,MISSED
PMT-00007972,LN-0002511,2022-01-18,2022-01-15,5000.0,5000.0,On Time
PMT-00007973,LN-0001305,2024-12-19,2024-12-19,5000.0,5000.0,On Time
PMT-00007974,LN-0000405,2024-08-30,2024-08-25,1252.17,1252.17,On Time
PMT-00007975,LN-0001912,2022-11-18,2022-11-20,672.13,672.13,Late
PMT-00007976,LN-0002220,2025-05-06,2025-05-04,1339.25,1339.25,On Time
PMT-00007977,LN-0000298,2025-04-17,,254.62,0.0,Missed
PMT-00007978,LN-0001417,2024-11-10,2024-11-28,3283.83,3283.83,Late
PMT-00007979,LN-0001924,2024-06-05,2024-06-09,765.01,765.01,Late
